1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.364322795932364E-15 3.44750546896255E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.2187664683350488E-15 4.0073831399124E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
1.1307223570844022E-14 3.3102371207361923E-16 
1.2187664683350488E-15 4.0073831399124E-15 
9.385851032678848E-15 1.3827452415991101E-15 
9.364322795932364E-15 3.44750546896255E-15 
